dataset,algorithm,mean_purity,num_neighbors,num_clusters,k,ci
iris,kharmonic_kmeans,0.5706666666666667,75,3,3,(0.4600905980570973, 0.681242735276236)
iris,kharmonic_kmeans,0.7513333333333334,75,3,4,(0.6894356800166538, 0.813230986650013)
iris,kharmonic_kmeans,0.8333333333333334,75,3,5,(nan, nan)
iris,kharmonic_kmeans,0.7373333333333335,75,3,10,(0.6782279384885596, 0.7964387281781075)
iris,kharmonic_kmeans,0.7533333333333334,75,3,11,(0.6930091423269069, 0.8136575243397599)
iris,kharmonic_kmeans,0.7853333333333334,75,3,12,(0.7300452990285488, 0.8406213676381181)
iris,kharmonic_kmeans,0.7373333333333334,75,3,13,(0.6782279384885594, 0.7964387281781073)
iris,kharmonic_kmeans,0.7693333333333335,75,3,14,(0.7102279384885596, 0.8284387281781075)
iris,kharmonic_kmeans,0.7053333333333335,75,3,15,(0.6570739805281923, 0.7535926861384746)
iris,kharmonic_kmeans,0.7373333333333335,75,3,16,(0.6782279384885596, 0.7964387281781075)
iris,kharmonic_kmeans,0.7853333333333333,75,3,17,(0.7300452990285486, 0.840621367638118)
iris,kharmonic_kmeans,0.7373333333333335,75,3,18,(0.6782279384885596, 0.7964387281781075)
iris,kharmonic_kmeans,0.7693333333333333,75,3,19,(0.7102279384885594, 0.8284387281781073)
iris,kharmonic_kmeans,0.7853333333333334,75,3,20,(0.7300452990285488, 0.8406213676381181)
iris,kharmonic_kmeans,0.8333333333333334,75,3,50,(nan, nan)
iris,kharmonic_kmeans,0.7853333333333333,75,3,100,(0.7300452990285486, 0.840621367638118)
iris,kharmonic_kmeans,0.48199999999999993,100,3,0.1,(0.352970102677546, 0.6110298973224538)
iris,kharmonic_kmeans,0.4166666666666667,100,3,0.5,(0.29428696089524875, 0.5390463724380846)
iris,kharmonic_kmeans,0.42066666666666663,100,3,1,(0.3347517437644157, 0.5065815895689175)
iris,kharmonic_kmeans,0.4766666666666667,100,3,2,(0.32494986049602864, 0.6283834728373048)
iris,kharmonic_kmeans,0.52,100,3,3,(0.37442470147009455, 0.6655752985299055)
iris,kharmonic_kmeans,0.5333333333333333,100,3,4,(0.4164727821075795, 0.6501938845590872)
iris,kharmonic_kmeans,0.4373333333333334,100,3,5,(0.3392820354160716, 0.5353846312505952)
iris,kharmonic_kmeans,0.8733333333333333,100,3,10,(0.7828470468236937, 0.9638196198429729)
iris,kharmonic_kmeans,0.906,100,3,11,(0.8441677042184129, 0.9678322957815871)
iris,kharmonic_kmeans,0.9333333333333333,100,3,12,(nan, nan)
iris,kharmonic_kmeans,0.906,100,3,13,(0.8441677042184129, 0.9678322957815871)
iris,kharmonic_kmeans,0.8786666666666667,100,3,14,(0.7962236056245505, 0.9611097277087829)
iris,kharmonic_kmeans,0.9333333333333333,100,3,15,(nan, nan)
iris,kharmonic_kmeans,0.906,100,3,16,(0.8441677042184129, 0.9678322957815871)
iris,kharmonic_kmeans,0.906,100,3,17,(0.8441677042184129, 0.9678322957815871)
iris,kharmonic_kmeans,0.9333333333333333,100,3,18,(nan, nan)
iris,kharmonic_kmeans,0.9333333333333333,100,3,19,(nan, nan)
iris,kharmonic_kmeans,0.9333333333333333,100,3,20,(nan, nan)
iris,kharmonic_kmeans,0.9333333333333333,100,3,50,(nan, nan)
iris,kharmonic_kmeans,0.9333333333333333,100,3,100,(nan, nan)
iris,kharmonic_kmeans,0.358,125,3,0.1,(0.34567611899273837, 0.3703238810072616)
iris,kharmonic_kmeans,0.376,125,3,0.5,(0.3544130781780618, 0.3975869218219382)
iris,kharmonic_kmeans,0.35866666666666663,125,3,1,(0.34639415679176516, 0.3709391765415681)
iris,kharmonic_kmeans,0.3666666666666667,125,3,2,(0.3461850466641388, 0.3871482866691946)
iris,kharmonic_kmeans,0.3546666666666667,125,3,3,(0.34466303129916426, 0.3646703020341691)
iris,kharmonic_kmeans,0.356,125,3,4,(0.34667627444261645, 0.3653237255573835)
iris,kharmonic_kmeans,0.38866666666666666,125,3,5,(0.33522639000678955, 0.44210694332654377)
iris,kharmonic_kmeans,0.3526666666666667,125,3,10,(0.34201461091424024, 0.36331872241909313)
iris,kharmonic_kmeans,0.352,125,3,11,(0.34461182564440324, 0.3593881743555967)
iris,kharmonic_kmeans,0.43533333333333335,125,3,12,(0.3646308966045953, 0.5060357700620715)
iris,kharmonic_kmeans,0.44866666666666666,125,3,13,(0.3656356409186577, 0.5316976924146757)
iris,kharmonic_kmeans,0.48999999999999994,125,3,14,(0.40623567382423187, 0.573764326175768)
iris,kharmonic_kmeans,0.434,125,3,15,(0.3811111097967596, 0.4868888902032404)
iris,kharmonic_kmeans,0.476,125,3,16,(0.41942875830434956, 0.5325712416956504)
iris,kharmonic_kmeans,0.5239999999999999,125,3,17,(0.4826560411412834, 0.5653439588587164)
iris,kharmonic_kmeans,0.518,125,3,18,(0.4236299093796231, 0.612370090620377)
iris,kharmonic_kmeans,0.5326666666666667,125,3,19,(0.4480857233282676, 0.6172476100050659)
iris,kharmonic_kmeans,0.604,125,3,20,(0.5597051715837019, 0.648294828416298)
iris,kharmonic_kmeans,0.6333333333333332,125,3,50,(0.6333333333333331, 0.6333333333333333)
iris,kharmonic_kmeans,0.6199999999999999,125,3,100,(0.5898379044967866, 0.6501620955032131)
